owner,name,full_name,stars,releases,age_years,ck_class_count,loc_total,cbo_mean,cbo_median,cbo_stdev,dit_mean,dit_median,dit_stdev,lcom_mean,lcom_median,lcom_stdev,loc_mean,loc_median,loc_stdev
GrowingGit,GitHub-Chinese-Top-Charts,GrowingGit/GitHub-Chinese-Top-Charts,107395,0,6.6,1,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
Snailclimb,JavaGuide,Snailclimb/JavaGuide,154814,0,7.93,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doocs,advanced-java,doocs/advanced-java,78930,1,7.51,1,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
macrozheng,mall,macrozheng/mall,83358,3,8.02,760,100903,3.9342,3.0,4.9636,1.2395,1.0,0.4389,1110.8039,13.0,8150.188,132.7671,31.5,261.0299
krahets,hello-algo,krahets/hello-algo,125045,10,3.43,215,7707,1.8744,2.0,1.5091,1.0,1.0,0.0,4.707,1.0,10.4335,35.8465,30.0,19.9103
iluwatar,java-design-patterns,iluwatar/java-design-patterns,93863,0,11.67,1990,37970,3.3623,3.0,2.6059,1.196,1.0,0.5293,1.8276,0.0,6.3509,19.0804,11.0,26.3046
kdn251,interviews,kdn251/interviews,64922,0,9.15,257,5621,1.1946,1.0,1.2511,1.0039,1.0,0.0623,0.2918,0.0,0.9276,21.8716,20.0,10.7234
TheAlgorithms,Java,TheAlgorithms/Java,65349,0,9.73,1771,72867,2.0779,2.0,1.4747,1.0384,1.0,0.2596,11.205,1.0,37.1112,41.1446,28.0,43.075
termux,termux-app,termux/termux-app,53166,95,10.46,321,24563,5.9128,4.0,7.1759,1.4299,1.0,0.7031,60.8255,0.0,236.0028,76.5202,31.0,153.2297
MisterBooo,LeetCodeAnimation,MisterBooo/LeetCodeAnimation,76661,0,7.34,4,78,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19.5,18.5,6.8007
google,guava,google/guava,51510,57,11.87,5985,248759,4.2124,2.0,5.6906,1.8581,1.0,2.3208,51.5865,0.0,463.1993,41.5637,10.0,113.6953
ReactiveX,RxJava,ReactiveX/RxJava,48351,258,13.25,11897,373337,2.3338,1.0,5.1487,1.3222,1.0,0.8871,47.8836,0.0,1822.838,31.3808,5.0,103.8458
jeecgboot,JeecgBoot,jeecgboot/JeecgBoot,45802,70,7.37,911,55117,7.3557,4.0,9.5988,1.1789,1.0,0.4541,55.8705,0.0,362.5643,60.5016,16.0,155.5633
skylot,jadx,skylot/jadx,48025,34,13.06,3081,138367,4.3681,3.0,6.4786,1.6475,1.0,1.2379,32.2957,0.0,317.2503,44.9098,18.0,95.2388
PhilJay,MPAndroidChart,PhilJay/MPAndroidChart,38223,44,11.96,306,21111,8.8431,5.0,9.9903,1.9804,1.0,1.2286,91.0327,1.0,516.9505,68.9902,25.0,97.8874
TeamNewPipe,NewPipe,TeamNewPipe/NewPipe,37767,141,10.6,504,38887,8.6647,5.0,10.6078,1.7183,1.0,1.1443,47.873,1.0,249.1538,77.1567,26.0,150.8675
halo-dev,halo,halo-dev/halo,38223,254,8.05,1599,56031,7.6679,5.0,7.3462,1.252,1.0,0.6314,7.6554,0.0,31.3998,35.0413,17.0,51.6023
apache,dubbo,apache/dubbo,41602,113,13.81,4975,257069,5.4374,4.0,5.8492,1.2872,1.0,0.6929,45.924,1.0,434.7567,51.6722,20.0,101.2451
alibaba,arthas,alibaba/arthas,37236,69,7.61,1343,65589,4.6917,3.0,5.7888,1.3619,1.0,0.7523,30.1988,0.0,149.814,48.8377,20.0,89.2169
ashishps1,awesome-system-design-resources,ashishps1/awesome-system-design-resources,36120,0,2.46,11,336,0.8182,1.0,0.575,1.0,1.0,0.0,0.0,0.0,0.0,30.5455,26.0,12.0481
spring-projects,spring-boot,spring-projects/spring-boot,80396,345,13.47,13956,410877,5.4939,4.0,6.4143,1.2883,1.0,0.7708,12.9404,0.0,108.4003,29.4409,11.0,61.8301
airbnb,lottie-android,airbnb/lottie-android,35595,63,9.51,291,18159,6.9656,5.0,8.334,1.2887,1.0,0.6468,35.8007,0.0,301.9652,62.4021,24.0,122.5276
geekxh,hello-algorithm,geekxh/hello-algorithm,36061,0,5.86,3,61,1.0,1.0,0.8165,1.0,1.0,0.0,0.0,0.0,0.0,20.3333,26.0,11.7284
bumptech,glide,bumptech/glide,35025,54,12.75,1523,61146,5.9783,4.0,6.5023,1.237,1.0,0.8027,20.0013,0.0,157.6899,40.1484,13.0,76.0308
spring-projects,spring-framework,spring-projects/spring-framework,59837,359,15.34,18774,772132,5.2504,3.0,6.8137,1.4734,1.0,1.5169,29.4983,0.0,274.1134,41.1277,12.0,105.5257
xkcoding,spring-boot-demo,xkcoding/spring-boot-demo,34109,0,8.41,482,7163,5.0519,4.0,3.9978,1.1307,1.0,0.488,2.3216,0.0,9.8046,14.861,7.0,19.3388
SeleniumHQ,selenium,SeleniumHQ/selenium,34087,116,13.23,2085,99535,5.7909,4.0,7.0054,1.3813,1.0,1.0461,33.5026,1.0,285.2718,47.7386,20.0,81.9017
zxing,zxing,zxing/zxing,33910,32,14.49,599,40219,4.9933,4.0,4.7946,1.6628,2.0,0.7686,22.8114,0.0,130.3261,67.1436,31.0,93.0551
YunaiV,ruoyi-vue-pro,YunaiV/ruoyi-vue-pro,36377,54,5.21,5067,132355,8.2072,6.0,7.6106,1.2232,1.0,0.4358,13.5865,0.0,435.8588,26.121,11.0,48.5512
doocs,leetcode,doocs/leetcode,35866,21,7.56,172,4770,2.686,2.0,1.9781,1.0058,1.0,0.076,0.3721,0.0,0.87,27.7326,24.0,17.6101
alibaba,easyexcel,alibaba/easyexcel,33757,14,8.17,560,20545,6.6321,5.0,6.0875,1.375,1.0,0.8337,32.025,1.0,355.3508,36.6875,15.0,65.0786
netty,netty,netty/netty,34909,3,15.42,7830,389067,4.4888,3.0,5.8624,1.5276,1.0,1.1967,69.0566,0.0,1152.7192,49.6893,12.0,140.7323
Blankj,AndroidUtilCode,Blankj/AndroidUtilCode,33695,117,9.69,670,39995,4.1687,2.0,5.5581,1.3642,1.0,0.835,144.9537,0.0,959.788,59.694,14.0,129.6144
conductor-oss,conductor,conductor-oss/conductor,31616,44,2.34,1348,95398,7.4228,6.0,7.7926,1.2248,1.0,0.4969,60.7277,0.0,334.1705,70.77,30.0,132.2951
ityouknow,spring-boot-examples,ityouknow/spring-boot-examples,30622,0,9.43,307,4461,4.7264,4.0,3.0993,1.0261,1.0,0.1593,5.0326,0.0,16.3228,14.5309,7.0,15.8758
alibaba,nacos,alibaba/nacos,32818,93,7.82,5095,242978,5.4336,3.0,6.5662,1.2754,1.0,0.6673,22.651,1.0,280.627,47.6895,23.0,78.0308
xuxueli,xxl-job,xuxueli/xxl-job,30046,43,10.37,172,8763,4.9884,3.0,5.5865,1.157,1.0,0.4089,24.4535,0.0,101.6776,50.9477,25.5,100.3502
binarywang,WxJava,binarywang/WxJava,32701,31,10.26,5473,123627,5.4524,4.0,6.5535,1.2121,1.0,0.4398,20.956,0.0,237.7352,22.5885,10.0,51.436
chinabugotech,hutool,chinabugotech/hutool,30299,157,11.99,2727,135824,3.5394,3.0,3.8342,1.2805,1.0,0.7491,101.0689,0.0,952.4675,49.8071,18.0,104.1481
apolloconfig,apollo,apolloconfig/apollo,29752,43,10.1,786,36584,7.5344,6.0,7.0703,1.2405,1.0,0.6726,15.4377,0.0,58.3637,46.5445,27.0,56.1574
alibaba,canal,alibaba/canal,29649,32,13.24,1054,112746,5.8008,4.0,6.4379,1.3786,1.0,0.8207,77.0342,1.0,466.1074,106.9696,30.0,367.6287
alibaba,spring-cloud-alibaba,alibaba/spring-cloud-alibaba,29091,51,8.35,595,19469,5.9311,5.0,4.9668,1.1092,1.0,0.3524,29.8689,0.0,310.5666,32.721,15.0,67.6748
wuyouzhuguli,SpringAll,wuyouzhuguli/SpringAll,29004,0,7.94,378,6035,5.2434,4.0,4.2717,1.1111,1.0,0.3685,3.7487,0.0,11.8423,15.9656,11.0,14.297
yuliskov,SmartTube,yuliskov/SmartTube,29432,987,5.7,3288,244149,6.6645,4.0,8.0827,1.545,1.0,1.4565,66.3297,1.0,456.5813,74.2546,21.0,153.7195
keycloak,keycloak,keycloak/keycloak,33819,105,12.77,9752,578793,6.9862,4.0,8.3791,1.5326,1.0,1.0204,71.0318,2.0,964.4345,59.3512,24.0,114.8629
lenve,vhr,lenve/vhr,28107,0,8.26,94,2971,4.4362,2.0,5.8119,1.0213,1.0,0.1443,48.3298,6.0,224.5907,31.6064,20.0,42.0049
crossoverJie,JCSprout,crossoverJie/JCSprout,26977,0,8.31,162,4399,1.963,1.0,1.8522,1.0926,1.0,0.3652,1.7654,0.0,6.3387,27.1543,15.0,33.2257
qiurunze123,miaosha,qiurunze123/miaosha,26612,0,7.57,286,8581,4.1469,3.0,4.5319,1.1259,1.0,0.3899,14.3007,0.0,85.394,30.0035,13.0,73.5166
apache,kafka,apache/kafka,32351,0,14.65,8871,727602,7.9985,4.0,13.4909,1.4349,1.0,1.1001,64.9751,0.0,1205.2286,82.0203,27.0,227.1948
kestra-io,kestra,kestra-io/kestra,26684,422,6.63,2325,85278,8.0714,6.0,8.6041,1.4228,1.0,0.7988,15.4396,0.0,105.2858,36.6787,15.0,69.2913
alibaba,druid,alibaba/druid,28208,52,14.43,5969,349873,5.2361,4.0,12.9189,1.6552,2.0,0.9246,229.3545,0.0,5182.4204,58.615,21.0,266.9093
apache,incubator-seata,apache/incubator-seata,25969,45,7.28,4177,279101,6.4781,4.0,20.7658,1.7651,1.0,14.0993,459.6359,2.0,14690.5594,66.8185,25.0,1026.3657
hollischuang,toBeTopJavaer,hollischuang/toBeTopJavaer,25449,0,7.46,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JakeWharton,butterknife,JakeWharton/butterknife,25403,0,13.1,272,7712,3.9596,2.0,6.4021,1.2353,1.0,0.7095,10.4816,0.0,75.667,28.3529,8.0,91.8199
CodePhiliaX,Chat2DB,CodePhiliaX/Chat2DB,25390,43,2.81,1045,35180,6.0861,4.0,7.026,1.266,1.0,0.5603,16.49,0.0,84.796,33.6651,11.0,60.9773
alibaba,fastjson,alibaba/fastjson,25688,84,14.43,6327,206496,1.8524,1.0,2.7786,1.5043,1.0,0.7131,126.1212,0.0,3281.707,32.6373,13.0,156.1019
DrKLO,Telegram,DrKLO/Telegram,28906,95,12.46,14241,1705162,6.9562,4.0,14.1102,1.6767,1.0,18.0537,70.4877,0.0,1381.0594,119.7361,18.0,880.7374
eugenp,tutorials,eugenp/tutorials,37355,0,12.94,24751,547437,4.1294,3.0,4.0049,1.1105,1.0,0.4195,5.9035,0.0,40.1154,22.1178,14.0,37.3119
scwang90,SmartRefreshLayout,scwang90/SmartRefreshLayout,25173,14,8.85,341,18146,6.651,3.0,7.5802,1.5073,1.0,0.848,30.3196,0.0,294.6145,53.2141,12.0,154.7695
jenkinsci,jenkins,jenkinsci/jenkins,25184,486,15.38,4131,188789,6.3464,4.0,8.5282,1.9063,2.0,1.7635,46.6229,0.0,908.8705,45.7006,16.0,114.7661
proxyee-down-org,proxyee-down,proxyee-down-org/proxyee-down,24766,49,8.46,60,3392,5.5167,4.0,6.1711,1.4667,1.0,0.9214,19.5167,2.0,49.3124,56.5333,36.5,62.2151
greenrobot,EventBus,greenrobot/EventBus,24740,7,13.73,183,5269,3.4262,3.0,3.0575,1.8361,1.0,1.4202,9.0546,0.0,34.9863,28.7923,8.0,52.8895
apache,skywalking,apache/skywalking,24769,64,10.42,3463,123388,6.0933,4.0,7.2517,1.3901,1.0,0.8025,6.8288,0.0,31.464,35.6304,15.0,60.4712
libgdx,libgdx,libgdx/libgdx,24996,15,13.66,4106,293763,5.1364,3.0,8.8509,1.7896,1.0,1.6055,3433.1279,0.0,144187.3715,71.5448,27.0,160.1729
Netflix,Hystrix,Netflix/Hystrix,24459,79,13.39,2005,62010,3.3406,2.0,5.1866,1.5701,1.0,3.5912,20.2539,0.0,385.1452,30.9277,8.0,143.6617
google,gson,google/gson,24260,12,11.06,1085,34834,3.0249,2.0,4.4492,1.2848,1.0,1.0237,20.7253,0.0,381.6623,32.1051,8.0,91.7869
iBotPeaches,Apktool,iBotPeaches/Apktool,24233,28,14.06,167,13474,5.8683,5.0,5.3439,1.7784,2.0,1.0347,53.9581,1.0,294.234,80.6826,29.0,124.1227
EnterpriseQualityCoding,FizzBuzzEnterpriseEdition,EnterpriseQualityCoding/FizzBuzzEnterpriseEdition,23601,0,13.37,91,894,2.9011,2.0,2.8209,1.0,1.0,0.0,0.2308,0.0,0.7122,9.8242,9.0,7.6727
LSPosed,LSPosed,LSPosed/LSPosed,23402,39,5.33,427,22952,5.5222,3.0,7.2387,1.6464,1.0,1.2855,48.1148,0.0,319.4745,53.7518,12.0,127.6291
dataease,dataease,dataease/dataease,23755,105,5.18,1132,44923,4.9708,3.0,7.5439,1.2049,1.0,0.6754,28.4488,0.0,184.8593,39.6846,9.0,124.8501
doocs,source-code-hunter,doocs/source-code-hunter,23134,0,6.45,1,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
ashishps1,awesome-low-level-design,ashishps1/awesome-low-level-design,23232,0,2.4,793,14621,2.6343,2.0,2.5504,1.1387,1.0,0.4331,3.0542,0.0,11.137,18.4376,13.0,18.5216
OpenAPITools,openapi-generator,OpenAPITools/openapi-generator,26080,79,7.91,4614,274569,5.2323,3.0,6.1446,1.2492,1.0,0.743,85.7375,1.0,1107.9868,59.5078,18.0,176.3157
kunal-kushwaha,DSA-Bootcamp-Java,kunal-kushwaha/DSA-Bootcamp-Java,22471,0,4.7,253,6614,1.2688,1.0,1.2379,1.083,1.0,0.3401,3.502,1.0,10.9889,26.1423,16.0,31.8804
redisson,redisson,redisson/redisson,24297,179,12.24,3020,175960,5.7778,3.0,10.5448,1.3384,1.0,0.7695,174.1725,0.0,1612.0903,58.2649,14.0,155.5717
bazelbuild,bazel,bazelbuild/bazel,25303,251,11.83,10756,598547,7.5337,5.0,10.3688,1.6184,1.0,1.3241,71.0398,1.0,958.7855,55.6477,18.0,123.9597
alibaba,Sentinel,alibaba/Sentinel,23103,26,8.02,1536,56086,4.4108,3.0,4.4482,1.1777,1.0,0.6518,12.3424,0.0,46.4238,36.5143,20.0,48.0014
elunez,eladmin,elunez/eladmin,21940,1,7.32,282,8070,8.0142,5.0,7.6696,1.1631,1.0,0.4476,6.2589,0.0,19.5289,28.617,11.0,49.5587
apache,rocketmq,apache/rocketmq,22403,25,9.36,3017,236219,7.0898,4.0,10.8487,1.3338,1.0,0.7482,136.524,1.0,2871.4026,78.296,29.0,165.6954
google,ExoPlayer,google/ExoPlayer,21923,28,11.82,3281,262348,7.5879,5.0,8.9463,1.295,1.0,1.0156,52.2201,0.0,493.0635,79.9598,25.0,207.3392
CarGuo,GSYVideoPlayer,CarGuo/GSYVideoPlayer,21428,65,9.4,674,32667,5.3264,2.0,6.7738,1.543,1.0,1.4795,52.3457,0.0,301.1958,48.4674,12.0,91.2888
brettwooldridge,HikariCP,brettwooldridge/HikariCP,21086,0,12.5,185,11464,4.3838,3.0,4.1848,1.2865,1.0,0.6568,172.6703,0.0,1404.849,61.9676,24.0,101.6351
didi,DoKit,didi/DoKit,20426,14,7.66,1569,80480,4.5035,2.0,5.7297,1.3206,1.0,0.8372,71.7667,0.0,634.1968,51.2938,14.0,105.7822
linlinjava,litemall,linlinjava/litemall,20219,8,8.05,617,90884,4.6175,3.0,5.8451,1.1264,1.0,0.3323,1532.8849,1.0,9394.9777,147.2998,37.0,319.7994
ReactiveX,RxAndroid,ReactiveX/RxAndroid,20069,20,11.64,55,1452,2.2727,1.0,3.7536,1.1273,1.0,0.4287,3.0909,0.0,11.1311,26.4,6.0,79.83
mybatis,mybatis-3,mybatis/mybatis-3,20413,46,13.15,1756,61067,3.5695,2.0,4.9917,1.238,1.0,0.7793,21.2711,0.0,249.0073,34.7762,16.0,71.6634
apache,flink,apache/flink,25936,0,11.84,25312,1186310,7.2093,5.0,8.6889,1.637,1.0,1.8552,35.5104,1.0,1177.9578,46.8675,19.0,102.1446
lionsoul2014,ip2region,lionsoul2014/ip2region,18911,22,10.44,48,2571,4.1042,4.0,2.9029,1.2083,1.0,0.5758,11.375,0.0,34.1313,53.5625,26.5,59.8762
Baseflow,PhotoView,Baseflow/PhotoView,18849,5,13.73,45,1792,4.7333,3.0,5.4829,1.3556,1.0,0.5639,24.6,0.0,155.5014,39.8222,14.0,92.5016
yudaocode,SpringBoot-Labs,yudaocode/SpringBoot-Labs,20078,0,7.58,1463,17714,4.298,4.0,2.9641,1.0533,1.0,0.2715,1.4436,0.0,6.7428,12.108,9.0,10.2574
dianping,cat,dianping/cat,18967,3,13.34,1892,98001,5.3784,4.0,5.8871,1.4345,1.0,0.7082,23.0359,1.0,104.1783,51.7976,26.0,69.9515
antlr,antlr4,antlr/antlr4,18812,31,16.18,662,41022,5.7734,3.0,7.2205,1.8353,1.0,1.1654,48.3021,0.0,192.7177,61.9668,20.0,114.7272
dromara,Sa-Token,dromara/Sa-Token,18740,39,6.18,764,27350,4.4921,3.0,4.4175,1.2199,1.0,0.7718,60.2238,1.0,694.7088,35.7984,16.0,73.0267
Tencent,APIJSON,Tencent/APIJSON,18401,112,9.38,70,13927,5.9143,3.0,8.6102,1.2429,1.0,0.6641,1169.3286,5.5,5383.5843,198.9571,19.0,613.1661
LMAX-Exchange,disruptor,LMAX-Exchange/disruptor,18284,14,13.55,410,13167,4.4805,3.0,4.8162,1.2902,1.0,0.8092,25.8829,0.0,224.4253,32.1146,13.0,66.7517
forezp,SpringCloudLearning,forezp/SpringCloudLearning,17962,0,9.0,143,1123,4.5524,4.0,2.3584,1.049,1.0,0.2158,0.5455,0.0,1.8538,7.8531,5.0,8.6598
williamfiset,Algorithms,williamfiset/Algorithms,18563,0,9.06,450,32753,2.7222,3.0,1.769,1.0556,1.0,0.2291,23.8533,3.0,72.5448,72.7844,50.0,72.7346
Tencent,tinker,Tencent/tinker,17698,60,9.59,520,40447,4.7923,3.0,7.1071,1.6038,1.0,2.5032,28.4712,0.0,110.8851,77.7827,28.0,137.4815
infinilabs,analysis-ik,infinilabs/analysis-ik,17436,1,14.32,41,2980,4.9268,4.0,4.0024,1.3415,1.0,0.4742,20.6585,4.0,40.4955,72.6829,32.0,84.7039
justauth,JustAuth,justauth/JustAuth,17426,46,7.19,198,6054,5.5101,2.0,6.0166,1.3434,1.0,0.5802,12.9848,6.0,19.4826,30.5758,17.0,64.8122
ben-manes,caffeine,ben-manes/caffeine,17588,72,11.32,1408,91146,5.0653,3.0,6.8232,1.5526,1.0,1.394,166.4339,0.0,1805.0509,64.7344,15.5,200.9137
openzipkin,zipkin,openzipkin/zipkin,17423,99,13.84,820,38972,6.4488,5.0,5.3694,1.5549,1.0,1.5328,19.3695,1.0,73.7353,47.5268,23.0,65.5427
gyoogle,tech-interview-for-developer,gyoogle/tech-interview-for-developer,17262,0,6.84,13,636,1.3077,1.0,0.7216,1.0,1.0,0.0,0.9231,0.0,2.9211,48.9231,42.0,43.78
baomidou,mybatis-plus,baomidou/mybatis-plus,17344,40,9.64,1046,39158,5.9063,4.0,9.4667,1.3337,1.0,0.7886,25.0593,0.0,151.4262,37.4359,14.0,68.4219
material-components,material-components-android,material-components/material-components-android,17237,119,9.34,2124,120590,7.1685,4.0,8.3713,1.541,1.0,0.9928,94.1935,1.0,973.8352,56.775,14.0,146.5235
YunaiV,yudao-cloud,YunaiV/yudao-cloud,18771,40,6.94,5114,130630,8.1627,6.0,7.5254,1.2143,1.0,0.4299,13.4505,0.0,433.854,25.5436,11.0,47.9876
nostra13,Android-Universal-Image-Loader,nostra13/Android-Universal-Image-Loader,16940,0,14.37,140,7434,4.8643,3.0,4.8598,1.5857,1.0,0.9561,28.8429,0.5,99.4619,53.1,28.5,90.9687
alibaba,DataX,alibaba/DataX,17170,7,8.22,1222,81194,4.4959,3.0,5.7475,1.7152,1.0,1.5129,22.6489,0.0,185.2401,66.4435,25.0,104.0792
heibaiying,BigData-Notes,heibaiying/BigData-Notes,16888,0,7.09,77,2124,5.7143,5.0,3.4897,1.2208,1.0,0.4148,0.8182,0.0,1.8497,27.5844,21.0,29.2408
apache,shardingsphere,apache/shardingsphere,20708,59,10.23,8907,249288,7.3539,5.0,13.4531,1.3682,1.0,0.7343,29.7257,0.0,421.8527,27.9879,11.0,65.2531
facebook,fresco,facebook/fresco,17153,55,11.11,999,46422,6.6376,5.0,6.5718,1.4164,1.0,0.8931,27.1772,0.0,119.6604,46.4685,17.0,69.7448
winterbe,java8-tutorial,winterbe/java8-tutorial,16759,0,12.07,88,2081,1.0341,1.0,1.0385,1.0,1.0,0.0,3.9091,0.0,9.2744,23.6477,19.0,19.8992
shuzheng,zheng,shuzheng/zheng,16694,0,9.51,509,41742,4.499,3.0,5.7113,1.4086,1.0,0.4916,340.8566,0.0,1784.5873,82.0079,16.0,154.6306
JeffLi1993,springboot-learning-example,JeffLi1993/springboot-learning-example,16591,0,9.17,114,1641,4.614,3.5,3.8514,1.0439,1.0,0.2439,2.8509,0.0,6.0062,14.3947,9.5,12.596
ashishps1,awesome-leetcode-resources,ashishps1/awesome-leetcode-resources,16225,0,2.46,11,360,1.1818,1.0,0.3857,1.0,1.0,0.0,4.7273,0.0,7.8751,32.7273,13.0,29.827
dyc87112,SpringBoot-Learning,dyc87112/SpringBoot-Learning,15784,0,9.63,269,2790,4.4535,4.0,2.9787,1.026,1.0,0.1811,1.4535,0.0,7.1808,10.3717,7.0,8.2333
android-hacker,VirtualXposed,android-hacker/VirtualXposed,15979,50,8.36,1453,47736,3.947,2.0,5.3242,2.7928,2.0,11.8546,14.6958,0.0,128.5933,32.8534,8.0,89.0571
android10,Android-CleanArchitecture,android10/Android-CleanArchitecture,15548,0,11.64,105,2260,5.1429,4.0,4.6485,1.4286,1.0,0.7018,6.7238,1.0,23.107,21.5238,13.0,26.9603
Konloch,bytecode-viewer,Konloch/bytecode-viewer,15473,62,11.49,414,21768,4.7246,3.0,6.2906,2.0531,1.0,1.8368,13.6884,0.0,58.9898,52.5797,19.0,91.581
mockito,mockito,mockito/mockito,15430,226,13.49,2141,53517,3.4512,2.0,4.5456,1.397,1.0,1.0768,18.9851,0.0,277.8421,24.9963,8.0,48.9803
prestodb,presto,prestodb/presto,16684,14,13.67,13082,809685,8.8153,6.0,12.3821,1.3864,1.0,0.9639,85.2232,1.0,1604.1787,61.8931,27.0,128.684
java-decompiler,jd-gui,java-decompiler/jd-gui,15058,18,11.04,407,19309,4.5381,3.0,5.4238,2.4177,1.0,2.336,11.1155,1.0,51.0105,47.4423,17.0,79.8659
zhisheng17,flink-learning,zhisheng17/flink-learning,15054,0,7.27,661,15829,4.3782,3.0,4.4456,1.1437,1.0,0.3758,3.0227,0.0,17.5068,23.947,14.0,32.8175
apache,pulsar,apache/pulsar,15191,123,9.78,7093,510395,6.8769,4.0,10.3132,1.686,1.0,3.8784,89.9632,0.0,1466.5329,71.9576,16.0,204.2863
supertokens,supertokens-core,supertokens/supertokens-core,15003,119,6.26,1019,113118,9.6035,9.0,10.2253,1.4504,1.0,0.8349,73.7134,3.0,1245.3548,111.0088,47.0,177.0428
cryptomator,cryptomator,cryptomator/cryptomator,14914,205,12.18,473,19116,8.4101,6.0,8.1309,1.4207,1.0,0.9615,19.6237,1.0,68.9679,40.4144,22.0,47.8655
zaproxy,zaproxy,zaproxy/zaproxy,14977,26,10.85,2385,171397,4.7476,3.0,6.0419,1.9057,1.0,1.8112,70.9199,1.0,358.5498,71.8646,24.0,138.3659
elastic,logstash,elastic/logstash,14828,241,15.39,933,43912,5.4148,4.0,5.8988,1.6217,1.0,2.118,21.5734,1.0,105.9868,47.0654,23.0,74.7972
eclipse-vertx,vert.x,eclipse-vertx/vert.x,14659,0,14.81,2028,168451,6.677,4.0,9.3097,1.641,1.0,1.2854,157.2081,1.0,1612.4517,83.0626,22.0,273.4818
apache,doris,apache/doris,15202,84,8.67,9407,699460,8.4492,5.0,19.8946,1.7043,1.0,1.1292,124.9693,1.0,3024.4321,74.3553,26.0,189.0126
theonedev,onedev,theonedev/onedev,14855,469,7.43,8426,339086,5.8452,4.0,8.9508,1.4038,1.0,0.826,26.8477,0.0,521.7765,40.2428,14.0,177.6279
opendataloader-project,opendataloader-pdf,opendataloader-project/opendataloader-pdf,14609,54,0.91,155,15812,7.4516,5.0,6.9979,1.1871,1.0,0.4062,52.0839,1.0,221.2192,102.0129,56.0,119.2724
hdodenhof,CircleImageView,hdodenhof/CircleImageView,14528,0,12.23,3,360,11.0,5.0,10.6771,2.3333,2.0,0.4714,178.6667,0.0,252.6728,120.0,12.0,156.9968
alibaba,ARouter,alibaba/ARouter,14491,16,9.32,98,3165,3.6939,2.0,4.8852,1.4082,1.0,0.7803,17.449,0.0,82.9064,32.2959,10.0,57.6913
arduino,Arduino,arduino/Arduino,14562,37,15.56,450,25793,3.8533,2.0,5.7361,1.6444,1.0,1.56,32.7222,0.0,208.0295,57.3178,18.0,136.4138
Tencent,QMUI_Android,Tencent/QMUI_Android,14504,35,8.97,1066,58309,5.4681,3.0,6.5608,1.6295,1.0,1.3395,35.3424,0.0,197.806,54.6989,11.0,137.9822
GoogleContainerTools,jib,GoogleContainerTools/jib,14366,176,8.21,704,35416,7.0611,5.0,7.4926,1.2216,1.0,0.6456,17.1151,0.0,73.1966,50.3068,28.0,67.5003
DuGuQiuBai,Java,DuGuQiuBai/Java,14235,0,10.37,619,10840,0.7722,0.0,1.3116,1.1777,1.0,0.7351,1.0792,0.0,5.1903,17.5121,12.0,22.6195
languagetool-org,languagetool,languagetool-org/languagetool,14340,0,12.67,2622,214793,5.3951,4.0,6.2887,1.59,1.0,0.987,55.6575,1.0,404.9197,81.9195,25.0,317.8743
apache,dolphinscheduler,apache/dolphinscheduler,14212,56,7.11,2732,95609,6.5809,5.0,6.4248,1.3748,1.0,0.6861,9.8946,0.0,49.7977,34.996,14.0,63.2173
kekingcn,kkFileView,kekingcn/kkFileView,14046,16,8.33,104,13264,6.6827,5.0,5.7717,1.0769,1.0,0.3309,321.8462,0.0,2916.5055,127.5385,43.5,405.2293
Netflix,zuul,Netflix/zuul,13998,66,13.07,520,22408,6.5635,4.0,7.7762,1.6096,1.0,1.0131,24.9981,1.0,138.499,43.0923,20.0,67.9691
janishar,mit-deep-learning-book-pdf,janishar/mit-deep-learning-book-pdf,13993,3,9.01,1,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
apache,hadoop,apache/hadoop,15518,0,11.62,21989,1672898,7.469,4.0,11.4333,1.6063,1.0,1.4489,70.369,0.0,941.3076,76.0789,23.0,218.9766
orhanobut,logger,orhanobut/logger,13874,16,11.06,18,827,5.8333,6.0,2.9674,1.1667,1.0,0.3727,14.9444,0.0,34.584,45.9444,36.0,43.0574
sqshq,piggymetrics,sqshq/piggymetrics,13891,2,11.03,99,1881,6.0404,5.0,4.3203,1.0606,1.0,0.2386,3.8283,0.0,10.0283,19.0,11.0,19.9525
seaswalker,spring-analysis,seaswalker/spring-analysis,13761,0,9.58,33,378,2.4242,2.0,2.6057,1.2424,1.0,0.7398,1.7879,0.0,3.1407,11.4545,8.0,7.7815
JessYanCoding,AndroidAutoSize,JessYanCoding/AndroidAutoSize,13745,14,7.65,49,1720,5.4082,4.0,4.1939,1.4082,1.0,0.4915,31.2857,1.0,134.9022,35.102,15.0,55.6678
